org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,video,review,dataset
PICTURE,picture,0.0,0,-1,0,71,PICTURE(2),788,360.0,25.0,2.84,https://www.youtube.com/watch?v=Tvk1dGWzebA,picture,"[0.032617032527923584, 0.14333683252334595, 0.9954415559768677, 0.9227129220962524]",480.0,/mnt/d/ASL/videos/Tvk1dGWzebA.mkv,,train
doctor,doctor,0.0,62,-1,0,120,DOCTOR(2),51,360.0,29.97,4.004,https://www.youtube.com/watch?v=58HG2sIrxS0,doctor,"[0.0, 0.07176747918128967, 1.0, 0.8412344455718994]",640.0,/mnt/d/ASL/videos/58HG2sIrxS0.mkv,,train
giraffe,giraffe,0.0,64,57,0,98,giraffe,492,360.0,29.97,3.27,www.youtube.com/watch?v=zvCy8r0ZUgM,giraffe,"[0.014503449201583862, 0.24690325558185577, 1.0, 0.6959339380264282]",640.0,,,train
MAKE,make,0.0,0,-1,0,72,MAKE(2),552,360.0,25.0,2.88,https://www.youtube.com/watch?v=DOLQLGaDHFQ,make,"[0.010434776544570923, 0.11606374382972717, 0.9910410642623901, 0.894013524055481]",480.0,/mnt/d/ASL/videos/DOLQLGaDHFQ.mkv,,train
large (non inflected version),big,0.0,0,0,0,60,large (non inflected version),88,720.0,29.97,2.002,https://www.youtube.com/watch?v=z9WFeko-7jw,big,"[0.027947455644607544, 0.1318143606185913, 1.0, 0.8327423930168152]",1280.0,/mnt/d/ASL/videos/z9WFeko-7jw.mkv,,train
25,25,0.0,62,-1,0,164,25(1),591,360.0,29.97,5.472,https://www.youtube.com/watch?v=zuS0wpva5dI,25,"[0.0, 0.051143258810043335, 1.0, 1.0]",640.0,/mnt/d/ASL/videos/zuS0wpva5dI.webm,,train
slow,slow,0.0,2,42,0,172,Slow,104,360.0,29.64,5.803,https://www.youtube.com/watch?v=9peWu2VhW8Y,slow,"[0.0013267099857330322, 0.15827548503875732, 1.0, 0.8884904980659485]",640.0,/mnt/d/ASL/videos/9peWu2VhW8Y.webm,,train
from,from,0.0,2,2,0,104,From,298,360.0,16.5,6.303,https://www.youtube.com/watch?v=UKpYRJ-0zBc,from,"[0.0, 0.1970752477645874, 1.0, 0.8656249642372131]",640.0,/mnt/d/ASL/videos/UKpYRJ-0zBc.mkv,,train
how many,how_many,5.939,457,48,178,268,Addition,176,360.0,29.97,8.942,https://www.youtube.com/watch?v=EAOiiVKDwyU,how_many,"[0.041517555713653564, 0.3460801839828491, 1.0, 0.8989109396934509]",640.0,/mnt/d/ASL/videos/EAOiiVKDwyU.webm,,train
WEATHER-[downward-version],weather,0.0,0,0,0,71,WEATHER-downward-version,390,360.0,29.97,2.369,https://www.youtube.com/watch?v=rivNmNN-GTo,weather,"[0.05483579635620117, 0.22008800506591797, 1.0, 0.7660576105117798]",640.0,/mnt/d/ASL/videos/rivNmNN-GTo.mkv,,train
City ,city,0.0,135,-1,0,119,ASL City ,367,360.0,30.0,3.967,https://www.youtube.com/watch?v=zMvoHq_PPmQ,city,"[0.18373516201972961, 0.2007930725812912, 1.0, 0.6716341972351074]",480.0,/mnt/d/ASL/videos/zMvoHq_PPmQ.webm,,train
STEAL,steal,0.0,0,0,0,79,STEAL,434,720.0,29.97,2.636,https://www.youtube.com/watch?v=uQyXeoaanbQ,steal,"[0.021714895963668823, 0.23671066761016846, 1.0, 0.7865467071533203]",1280.0,/mnt/d/ASL/videos/uQyXeoaanbQ.mkv,,train
ball,ball,0.0,0,0,0,73,BALL(1),310,360.0,29.97,2.436,www.youtube.com/watch?v=vnmpdsQdbFc,ball,"[0.08650550246238708, 0.26857930421829224, 1.0, 0.745581865310669]",640.0,/mnt/d/ASL/videos/vnmpdsQdbFc.mkv,,train
COOKIE,cookie,0.0,0,-1,0,84,COOKIE(2),190,240.0,30.0,2.8,https://www.youtube.com/watch?v=ARJi-TdexRo,cookie,"[0.06393486261367798, 0.1386132836341858, 0.9271208047866821, 0.853592038154602]",320.0,/mnt/d/ASL/videos/ARJi-TdexRo.mkv,,train
PAST,past,0.0,0,-1,0,54,PAST(3),510,234.0,25.0,2.16,https://www.youtube.com/watch?v=JCoKruLy8RM,past,"[0.0, 0.1713903248310089, 1.0, 0.9213433265686035]",320.0,/mnt/d/ASL/videos/JCoKruLy8RM.mkv,,train
cold (sickness),cold,0.0,269,53,0,102,SignSchool Cold (sickness),177,360.0,29.97,3.403,www.youtube.com/watch?v=I4rCptPiqyY,cold,"[0.06994134187698364, 0.43012547492980957, 0.9925726056098938, 0.8438604474067688]",640.0,,,train
time,time,1.335,1,34,40,140,ASL Vocabulary time,116,360.0,29.97,4.671,https://www.youtube.com/watch?v=1vvg0jjzE00,time,"[0.0, 0.14212578535079956, 1.0, 1.0]",640.0,/mnt/d/ASL/videos/1vvg0jjzE00.mkv,1.0,train
BREAKFAST,breakfast,0.0,0,-1,0,79,BREAKFAST(1),329,240.0,29.97,2.636,https://www.youtube.com/watch?v=-LFbhRWAz0I,breakfast,"[0.013514876365661621, 0.13812270760536194, 0.9982112646102905, 1.0]",320.0,/mnt/d/ASL/videos/-LFbhRWAz0I.mkv,,train
NEED-[1-movement],need,0.0,0,0,0,61,NEED-1-movement,29,720.0,29.97,2.035,https://www.youtube.com/watch?v=kgmz82HWI-I,need,"[0.04453963041305542, 0.20425283908843994, 1.0, 0.7421793937683105]",1280.0,/mnt/d/ASL/videos/kgmz82HWI-I.mkv,,train
Korea ,korea,0.0,135,-1,0,89,ASL Korea ,376,360.0,30.0,2.967,https://www.youtube.com/watch?v=eM-pBMM2Oi8,korea,"[0.19989261031150818, 0.11808967590332031, 1.0, 0.6858655214309692]",480.0,/mnt/d/ASL/videos/eM-pBMM2Oi8.mp4,,train
year,year,0.334,36,89,10,60,year,158,360.0,29.97,2.002,https://www.youtube.com/watch?v=MuP4W0-H7bM,year,"[0.06971406936645508, 0.07579082250595093, 1.0, 0.6443343162536621]",480.0,/mnt/d/ASL/videos/MuP4W0-H7bM.mkv,1.0,train
Car ,car,0.0,135,-1,0,74,ASL Car ,186,360.0,30.0,2.467,https://www.youtube.com/watch?v=3rOR5WYX1mc,car,"[0.18537631630897522, 0.24690265953540802, 1.0, 0.734968900680542]",480.0,/mnt/d/ASL/videos/3rOR5WYX1mc.mp4,,train
boat ,boat,1.671,144,-1,50,200,boat - ASL sign for boat,404,360.0,29.926,6.683,https://www.youtube.com/watch?v=HOmHIzyCO3Q,boat,"[0.004981786012649536, 0.20279210805892944, 1.0, 0.990612804889679]",480.0,/mnt/d/ASL/videos/HOmHIzyCO3Q.mp4,1.0,train
draw,draw,0.0,0,0,0,60,draw,91,720.0,29.97,2.002,https://www.youtube.com/watch?v=njTWOZ_p8ck,draw,"[0.0, 0.13834074139595032, 1.0, 0.7432069778442383]",1280.0,/mnt/d/ASL/videos/njTWOZ_p8ck.mkv,,train
learn,learn,2.669,1,25,80,170,ASL Vocabulary learn,22,360.0,29.97,5.672,https://www.youtube.com/watch?v=8vlv4cqbW1A,learn,"[0.0, 0.12862622737884521, 1.0, 0.9920860528945923]",640.0,,1.0,train
learn,learn,5.672,1,25,170,230,ASL Vocabulary learn,22,360.0,29.97,7.674,https://www.youtube.com/watch?v=8vlv4cqbW1A,learn,"[0.0, 0.12862622737884521, 1.0, 0.9920860528945923]",640.0,,1.0,train
squirrel ,squirrel,5.672,144,-1,170,350,squirrel - ASL sign for squirrel,872,360.0,29.97,11.678,https://www.youtube.com/watch?v=p9Wd1KgloAo,squirrel,"[0.004421800374984741, 0.03899103403091431, 1.0, 0.97955721616745]",480.0,/mnt/d/ASL/videos/p9Wd1KgloAo.mp4,1.0,train
rain,rain,0.0,2,49,0,156,Rain,480,360.0,29.638,5.264,https://www.youtube.com/watch?v=N4kxxvy4qhs,rain,"[0.0, 0.20542645454406738, 1.0, 0.8470828533172607]",640.0,/mnt/d/ASL/videos/N4kxxvy4qhs.webm,,train
HEAD,head,32.84,94,2,821,918,Next Words Body Parts in ASL with captions,852,720.0,25.0,36.72,https://www.youtube.com/watch?v=4DMdErbrP9I,head,"[0.0574876070022583, 0.2840913236141205, 1.0, 0.6352357864379883]",1280.0,/mnt/d/ASL/videos/4DMdErbrP9I.webm,,train
ALTOGETHER / SUM / TOTAL,total,0.0,0,-1,0,89,ALTOGETHER  SUM  TOTAL,431,360.0,25.0,3.56,https://www.youtube.com/watch?v=_tBpZAOSvR8,total,"[0.059493422508239746, 0.14341264963150024, 0.9426777362823486, 0.9815365076065063]",480.0,/mnt/d/ASL/videos/_tBpZAOSvR8.mkv,,train
humble,humble,0.0,0,0,0,111,humble,396,360.0,29.97,3.704,www.youtube.com/watch?v=92dH-n5_dQ0,humble,"[0.03419587016105652, 0.2307046353816986, 1.0, 0.793252170085907]",640.0,/mnt/d/ASL/videos/92dH-n5_dQ0.mkv,,train
don't,not,0.0,2,73,0,143,Dont,114,360.0,17.175,8.326,https://www.youtube.com/watch?v=8tfSHd26dj0,not,"[0.0, 0.057505130767822266, 1.0, 0.7955460548400879]",640.0,/mnt/d/ASL/videos/8tfSHd26dj0.webm,,train
QUIET,quiet,0.0,0,0,0,91,QUIET,221,720.0,29.97,3.036,https://www.youtube.com/watch?v=xq2ZodH6gzk,quiet,"[0.03196728229522705, 0.21828517317771912, 1.0, 0.8293232917785645]",1280.0,/mnt/d/ASL/videos/xq2ZodH6gzk.mkv,,train
sweater,sweater,0.0,62,-1,0,104,SWEATER(1),904,360.0,30.0,3.467,https://www.youtube.com/watch?v=u92Jf6x7wOk,sweater,"[0.0895552933216095, 0.21175527572631836, 1.0, 0.7708110809326172]",640.0,/mnt/d/ASL/videos/u92Jf6x7wOk.webm,,train
cook,cook,0.0,2,49,0,125,Cook,115,360.0,29.623,4.22,https://www.youtube.com/watch?v=JAGTAwCaxlE,cook,"[0.0, 0.1986469328403473, 1.0, 0.8607648611068726]",640.0,/mnt/d/ASL/videos/JAGTAwCaxlE.webm,,train
HOLIDAY,vacation,4.48,94,2,112,157,Next Words Holiday Signs,223,720.0,25.0,6.28,https://www.youtube.com/watch?v=8LJxDIR6kKg,vacation,"[0.06262171268463135, 0.24123448133468628, 0.9952843189239502, 0.6660690903663635]",1280.0,/mnt/d/ASL/videos/8LJxDIR6kKg.mkv,,train
YOU,you,15.148,72,20,454,534,Unit 01 Vocabulary,68,360.0,29.97,17.818,https://www.youtube.com/watch?v=25ymRY7hbjs,you,"[0.13980558514595032, 0.2848406434059143, 0.9996925592422485, 0.6422157883644104]",626.0,/mnt/d/ASL/videos/25ymRY7hbjs.mkv,,train
dry ,dry,4.071,144,-1,122,232,dry - ASL sign for dry,576,360.0,29.97,7.741,https://www.youtube.com/watch?v=IuoD-5xMQjU,dry,"[0.06225016713142395, 0.015435338020324707, 1.0, 0.7751710414886475]",480.0,/mnt/d/ASL/videos/IuoD-5xMQjU.mp4,1.0,train
silver,silver,0.0,134,-1,0,71,silver(1),765,360.0,29.97,2.369,www.youtube.com/watch?v=1JdamFL7dug,silver,"[0.061266690492630005, 0.2864953875541687, 1.0, 0.6993200182914734]",640.0,,,train
soup ,soup,7.016,144,-1,210,310,soup - ASL sign for soup,418,360.0,29.93,10.358,https://www.youtube.com/watch?v=itl8eS3MH1s,soup,"[0.0, 0.0, 1.0, 0.8848646879196167]",480.0,/mnt/d/ASL/videos/itl8eS3MH1s.mp4,1.0,train
POLAND,poland,0.0,0,-1,0,84,POLAND,570,360.0,29.97,2.803,https://www.youtube.com/watch?v=8kLxckWshT8,poland,"[0.05756419897079468, 0.27547115087509155, 1.0, 0.7867618799209595]",640.0,/mnt/d/ASL/videos/8kLxckWshT8.mkv,,train
KNOW,know,0.0,0,-1,0,105,KNOW(2),97,360.0,25.0,4.2,https://www.youtube.com/watch?v=WcXEvPcG4oI,know,"[0.06688511371612549, 0.11059728264808655, 0.9559859037399292, 0.804988443851471]",480.0,/mnt/d/ASL/videos/WcXEvPcG4oI.webm,,train
delicious,delicious,0.0,269,53,0,73,SignSchool really delicious,319,360.0,29.97,2.436,www.youtube.com/watch?v=_HJPMED-hHE,delicious,"[0.0447944700717926, 0.3639618456363678, 1.0, 0.895112156867981]",640.0,,,train
my,my,0.0,62,-1,0,101,Sign MY,140,360.0,30.0,3.367,https://www.youtube.com/watch?v=T7TmWBDkawk,my,"[0.0, 0.07469621300697327, 1.0, 0.8687242269515991]",640.0,/mnt/d/ASL/videos/T7TmWBDkawk.mkv,,train
Class ,class,0.0,14,-1,0,114,ASL Class ,106,360.0,25.0,4.56,https://www.youtube.com/watch?v=TqyaAYiJuqE,class,"[0.08740279078483582, 0.29993146657943726, 1.0, 0.6350069046020508]",640.0,/mnt/d/ASL/videos/TqyaAYiJuqE.webm,,train
SWEET,sweet,0.0,0,-1,0,76,SWEET(2),235,360.0,29.97,2.536,https://www.youtube.com/watch?v=CIUGlUxaXxE,sweet,"[0.08982536196708679, 0.2558950185775757, 1.0, 0.7263892889022827]",640.0,/mnt/d/ASL/videos/CIUGlUxaXxE.mkv,,train
EARN,earn,0.0,0,-1,0,76,EARN(1),541,360.0,25.0,3.04,https://www.youtube.com/watch?v=AXbF7XfoJHs,earn,"[0.06269076466560364, 0.18606483936309814, 0.94632887840271, 0.9123994708061218]",480.0,/mnt/d/ASL/videos/AXbF7XfoJHs.mkv,,train
car ,car,1.668,144,-1,50,150,car - ASL sign for car,186,360.0,29.97,5.005,https://www.youtube.com/watch?v=HWHVWpYQWMg,car,"[0.11849439144134521, 0.057144492864608765, 1.0, 0.8939743041992188]",480.0,/mnt/d/ASL/videos/HWHVWpYQWMg.mp4,1.0,train
HELLO,hello,18.018,160,21,540,569,American Sign Language Learning the basics,0,360.0,29.97,18.986,https://www.youtube.com/watch?v=yG09SQB0Hds,hello,"[0.001496344804763794, 0.26254576444625854, 0.9950147867202759, 0.8114458322525024]",640.0,/mnt/d/ASL/videos/yG09SQB0Hds.mp4,,train
"Email  , ",email,0.0,14,-1,0,125,ASL Email   ,458,360.0,25.0,5.0,https://www.youtube.com/watch?v=BM8xDkxP-kI,email,"[0.03967869281768799, 0.38775068521499634, 1.0, 0.7113696932792664]",640.0,/mnt/d/ASL/videos/BM8xDkxP-kI.mkv,,train
To eat,eat,5.072,24,1,152,232,Making conversation,3,720.0,29.97,7.741,https://www.youtube.com/watch?v=Kyt9S2NcdXw,eat,"[0.08313778042793274, 0.06021398305892944, 1.0, 0.7348678112030029]",1280.0,,1.0,train
To eat,eat,10.077,24,1,302,382,Making conversation,3,720.0,29.97,12.746,https://www.youtube.com/watch?v=Kyt9S2NcdXw,eat,"[0.08313778042793274, 0.06021398305892944, 1.0, 0.7348678112030029]",1280.0,,1.0,train
Food,eat,15.115,24,1,453,622,Making conversation,3,720.0,29.97,20.754,https://www.youtube.com/watch?v=Kyt9S2NcdXw,eat,"[0.09039971232414246, 0.15665939450263977, 1.0, 0.7193888425827026]",1280.0,,,train
Hungry,hungry,22.155,24,1,664,720,Making conversation,54,720.0,29.97,24.024,https://www.youtube.com/watch?v=Kyt9S2NcdXw,hungry,"[0.08226054906845093, 0.10355383157730103, 1.0, 0.7192990779876709]",1280.0,,1.0,train
Hungry,hungry,25.025,24,1,750,820,Making conversation,54,720.0,29.97,27.361,https://www.youtube.com/watch?v=Kyt9S2NcdXw,hungry,"[0.08226054906845093, 0.10355383157730103, 1.0, 0.7192990779876709]",1280.0,,1.0,train
Hungry,hungry,28.028,24,1,840,900,Making conversation,54,720.0,29.97,30.03,https://www.youtube.com/watch?v=Kyt9S2NcdXw,hungry,"[0.08226054906845093, 0.10355383157730103, 1.0, 0.7192990779876709]",1280.0,,1.0,train
Ready,ready,32.532,24,1,975,1025,Making conversation,189,720.0,29.97,34.201,https://www.youtube.com/watch?v=Kyt9S2NcdXw,ready,"[0.08710777759552002, 0.08378854393959045, 1.0, 0.8357313871383667]",1280.0,,1.0,train
Ready,ready,34.201,24,1,1025,1115,Making conversation,189,720.0,29.97,37.204,https://www.youtube.com/watch?v=Kyt9S2NcdXw,ready,"[0.08710777759552002, 0.08378854393959045, 1.0, 0.8357313871383667]",1280.0,,1.0,train
Restaurant,restaurant,49.449,24,1,1482,1552,Making conversation,162,720.0,29.97,51.785,https://www.youtube.com/watch?v=Kyt9S2NcdXw,restaurant,"[0.08925533294677734, 0.12893688678741455, 1.0, 0.7193512916564941]",1280.0,,1.0,train
Restaurant,restaurant,51.785,24,1,1552,1682,Making conversation,162,720.0,29.97,56.123,https://www.youtube.com/watch?v=Kyt9S2NcdXw,restaurant,"[0.08925533294677734, 0.12893688678741455, 1.0, 0.7193512916564941]",1280.0,,1.0,train
With,with,58.325,24,1,1748,1948,Making conversation,269,720.0,29.97,64.998,https://www.youtube.com/watch?v=Kyt9S2NcdXw,with,"[0.10327348113059998, 0.15764158964157104, 1.0, 0.703000009059906]",1280.0,,,train
Fruit ,fruit,0.0,14,-1,0,140,ASL Fruit ,353,360.0,25.0,5.6,https://www.youtube.com/watch?v=p1tgieRfi-E,fruit,"[0.11031070351600647, 0.33745813369750977, 0.9984749555587769, 0.7312391400337219]",640.0,/mnt/d/ASL/videos/p1tgieRfi-E.mp4,,train
CUBA,cuba,0.0,0,-1,0,74,CUBA,929,360.0,29.97,2.469,https://www.youtube.com/watch?v=k9Beamhb86o,cuba,"[0.06867191195487976, 0.2506251335144043, 1.0, 0.748440146446228]",640.0,/mnt/d/ASL/videos/k9Beamhb86o.mkv,,train
Call ,call,0.0,14,-1,0,116,ASL Call ,120,360.0,25.0,4.64,https://www.youtube.com/watch?v=4DNER9s0pzA,phone,"[0.07679253816604614, 0.2826930582523346, 1.0, 0.673607349395752]",640.0,/mnt/d/ASL/videos/4DNER9s0pzA.webm,,train
EXPENSIVE,expensive,0.0,0,0,0,82,EXPENSIVE,311,720.0,29.97,2.736,https://www.youtube.com/watch?v=y6JTPyTOs64,expensive,"[0.02283799648284912, 0.21353453397750854, 1.0, 0.7762330770492554]",1280.0,/mnt/d/ASL/videos/y6JTPyTOs64.mkv,,train
TELL,tell,0.0,0,-1,0,86,TELL(1),402,360.0,25.0,3.44,https://www.youtube.com/watch?v=dlmzRnQ4i-Q,tell,"[0.0207366943359375, 0.22230541706085205, 0.9974229335784912, 0.8849852085113525]",480.0,/mnt/d/ASL/videos/dlmzRnQ4i-Q.mkv,,train
"CAT (""F""-hand-version)",cat,0.0,0,0,0,65,CAT (F-hand-version),121,720.0,29.97,2.169,https://www.youtube.com/watch?v=a3b8LAX68Ho,cat,"[0.009535282850265503, 0.2206578254699707, 1.0, 0.7257852554321289]",1280.0,/mnt/d/ASL/videos/a3b8LAX68Ho.mkv,,train
morning,morning,0.0,2,42,0,160,Morning,210,360.0,29.637,5.399,https://www.youtube.com/watch?v=EJIcCzarB4M,morning,"[0.0, 0.20458051562309265, 1.0, 0.8798184394836426]",640.0,/mnt/d/ASL/videos/EJIcCzarB4M.mkv,,train
discuss,discuss,0.0,0,0,0,105,discuss,940,360.0,29.97,3.504,www.youtube.com/watch?v=OHYBUa4Lpaw,discuss,"[0.09633174538612366, 0.09289857745170593, 0.9767478704452515, 0.7805331945419312]",540.0,/mnt/d/ASL/videos/OHYBUa4Lpaw.mkv,,train
bird,bird,0.0,316,53,0,142,bird(1),14,360.0,29.97,4.738,www.youtube.com/watch?v=o9GSFqvikro,bird,"[0.11115795373916626, 0.26605847477912903, 0.9321951866149902, 0.7872389554977417]",540.0,/mnt/d/ASL/videos/o9GSFqvikro.mkv,,train
GROW-UP,spring up,0.0,0,-1,0,74,GROW-UP,637,360.0,29.97,2.469,https://www.youtube.com/watch?v=Z24DQnf-GDk,spring up,"[0.06795072555541992, 0.19227838516235352, 1.0, 0.7475312948226929]",640.0,/mnt/d/ASL/videos/Z24DQnf-GDk.mp4,,train
team,team,0.334,36,89,10,60,team,505,360.0,29.97,2.002,https://www.youtube.com/watch?v=aFWLMHO7my0,team,"[0.08051097393035889, 0.06532147526741028, 1.0, 0.6418108940124512]",480.0,/mnt/d/ASL/videos/aFWLMHO7my0.mkv,1.0,train
HAPPEN,happen,0.0,0,-1,0,69,HAPPEN(2),826,360.0,25.0,2.76,https://www.youtube.com/watch?v=LmHDdlHDrI4,happen,"[0.07611611485481262, 0.1327984631061554, 0.9504991769790649, 0.9329538345336914]",480.0,/mnt/d/ASL/videos/LmHDdlHDrI4.mkv,,train
BETTER,better,0.0,0,-1,0,75,BETTER(1),482,218.0,29.97,2.502,https://www.youtube.com/watch?v=9MJeodm2D3Y,better,"[0.020098477602005005, 0.18270868062973022, 0.9980522394180298, 0.890121579170227]",320.0,/mnt/d/ASL/videos/9MJeodm2D3Y.mkv,,train
piano,piano,0.0,2,58,0,136,Piano,761,360.0,29.63,4.59,https://www.youtube.com/watch?v=zf-8KLqvFao,piano,"[0.0, 0.14395439624786377, 1.0, 0.9143723249435425]",640.0,/mnt/d/ASL/videos/zf-8KLqvFao.webm,,train
PEPPER,pepper,0.0,0,-1,0,111,PEPPER(2),514,240.0,29.97,3.704,https://www.youtube.com/watch?v=okHirkCGvOQ,pepper,"[0.007628768682479858, 0.06661450862884521, 0.9990721940994263, 0.9469586610794067]",320.0,/mnt/d/ASL/videos/okHirkCGvOQ.mkv,,train
THEIR-[theirs],their,0.0,0,0,0,82,THEIR-theirs,437,360.0,29.964,2.737,https://www.youtube.com/watch?v=1WVL-cc4-TY,their,"[0.051255881786346436, 0.0013850927352905273, 1.0, 0.801716685295105]",640.0,/mnt/d/ASL/videos/1WVL-cc4-TY.mkv,,train
Time,time,0.0,27,34,0,110,Baby Sign Language Time,116,360.0,29.97,3.67,www.youtube.com/watch?v=m03PG-pRacs,time,"[0.03041696548461914, 0.20680463314056396, 1.0, 0.763638973236084]",640.0,,,train
Father,father,5.439,286,16,163,298,Level 1 Unit 5 Vocabulary,31,360.0,29.97,9.943,https://www.youtube.com/watch?v=ckNZidesfIA,father,"[0.1203208863735199, 0.3520495295524597, 1.0, 0.6272300481796265]",640.0,/mnt/d/ASL/videos/ckNZidesfIA.mp4,,train
BUY,buy,0.0,0,-1,0,76,BUY(2),136,360.0,25.0,3.04,https://www.youtube.com/watch?v=NDwfkc8H3i0,buy,"[0.06362342834472656, 0.18488436937332153, 0.9511284828186035, 0.8971291780471802]",480.0,/mnt/d/ASL/videos/NDwfkc8H3i0.mkv,,train
uncle ,uncle,2.336,144,-1,70,200,uncle - ASL sign for uncle,126,360.0,29.97,6.673,https://www.youtube.com/watch?v=m5Ga9b1frkQ,uncle,"[0.06401950120925903, 0.08811438083648682, 1.0, 0.9754070043563843]",480.0,/mnt/d/ASL/videos/m5Ga9b1frkQ.mp4,1.0,train
cat,cat,0.0,362,19,0,171,cat,121,360.0,29.0,5.897,https://www.youtube.com/watch?v=DFAi7fpIUqY,cat,"[0.04894828796386719, 0.2713826894760132, 1.0, 0.8139629364013672]",640.0,/mnt/d/ASL/videos/DFAi7fpIUqY.mkv,,train
wrong,wrong,0.0,2,80,0,106,Wrong,105,360.0,19.727,5.373,https://www.youtube.com/watch?v=kvN4t1P46_I,wrong,"[0.0, 0.10226181149482727, 1.0, 0.8012685179710388]",640.0,/mnt/d/ASL/videos/kvN4t1P46_I.webm,,train
10,ten,0.0,0,-1,0,111,10(1),276,360.0,25.0,4.44,https://www.youtube.com/watch?v=byMAxglY66s,ten,"[0.1233716607093811, 0.21742212772369385, 0.8635296821594238, 0.8357846736907959]",480.0,/mnt/d/ASL/videos/byMAxglY66s.webm,,train
Sweet,sweet,0.0,27,43,0,101,Baby Sign Language Sweet,235,360.0,29.97,3.37,www.youtube.com/watch?v=UuwiGn4aQrs,sweet,"[0.06735822558403015, 0.23078513145446777, 0.9983407258987427, 0.7574090361595154]",640.0,,,train
MEDIUM,medium,0.0,0,0,0,68,MEDIUM,530,360.0,29.97,2.269,https://www.youtube.com/watch?v=TZCFG5FPpz8,medium,"[0.06261155009269714, 0.2791697382926941, 1.0, 0.7455024719238281]",640.0,/mnt/d/ASL/videos/TZCFG5FPpz8.mkv,,train
BOWLing-[ 3 claw overhand version],bowling,0.0,0,0,0,73,BOWLing- 3 claw overhand version,817,360.0,29.97,2.436,https://www.youtube.com/watch?v=8WU50RPuCL0,bowling,"[0.057386428117752075, 0.22696933150291443, 1.0, 0.7170002460479736]",640.0,/mnt/d/ASL/videos/8WU50RPuCL0.mkv,,train
black,black,0.0,2,58,0,141,Black,41,360.0,29.623,4.76,https://www.youtube.com/watch?v=I5uzRKXGSgc,black,"[0.0, 0.1383562684059143, 1.0, 0.8009399175643921]",640.0,/mnt/d/ASL/videos/I5uzRKXGSgc.webm,,train
CAN'T,can't,0.0,0,-1,0,81,CANT,224,360.0,25.0,3.24,https://www.youtube.com/watch?v=ASDrOkYXq0c,can't,"[0.02209252119064331, 0.09093090891838074, 0.9897042512893677, 0.920465886592865]",480.0,/mnt/d/ASL/videos/ASDrOkYXq0c.mkv,,train
medicine,medicine,0.0,269,2,0,103,SignSchool Medicine,251,360.0,29.97,3.437,www.youtube.com/watch?v=dlkau3u_c3s,medicine,"[0.07641369104385376, 0.367048442363739, 0.9966962933540344, 0.8435735106468201]",640.0,,,train
Clean ,nice,0.0,14,-1,0,132,ASL Clean ,1,360.0,25.0,5.28,https://www.youtube.com/watch?v=b-D-ZF8spMY,nice,"[0.07080674171447754, 0.3168644905090332, 1.0, 0.752375602722168]",640.0,/mnt/d/ASL/videos/b-D-ZF8spMY.webm,,train
Butterfly,butterfly,0.0,93,42,0,105,Butterfly in Sign Language ASL Dictionary for kids,707,360.0,25.0,4.2,www.youtube.com/watch?v=EOMoBZKmRTY,butterfly,"[0.015140682458877563, 0.2599535584449768, 1.0, 0.6486331820487976]",640.0,/mnt/d/ASL/videos/EOMoBZKmRTY.webm,,train
CARD,card,0.0,0,-1,0,88,CARD,819,360.0,25.0,3.52,https://www.youtube.com/watch?v=fnYNJprj7U8,check,"[0.073253333568573, 0.1098901629447937, 0.9559996128082275, 0.8866695165634155]",480.0,/mnt/d/ASL/videos/fnYNJprj7U8.mkv,,train
weak,weak,0.0,269,53,0,97,SignSchool Weak,449,360.0,29.97,3.237,www.youtube.com/watch?v=Pu9uYoYe-O8,weak,"[0.05817735195159912, 0.39844149351119995, 1.0, 0.8755242228507996]",640.0,,,train
HALF HOUR,half hour,0.0,0,-1,0,101,HALF HOUR,938,218.0,29.97,3.37,https://www.youtube.com/watch?v=U9G6ZGBTbi0,half hour,"[0.028165578842163086, 0.11015480756759644, 0.9999346733093262, 0.9340779185295105]",320.0,/mnt/d/ASL/videos/U9G6ZGBTbi0.mkv,,train
friday,friday,0.0,0,0,0,65,FRIDAY(1),330,360.0,29.97,2.169,www.youtube.com/watch?v=ed00ZvaLeo4,friday,"[0.0320858359336853, 0.26178717613220215, 1.0, 0.7414050102233887]",640.0,/mnt/d/ASL/videos/ed00ZvaLeo4.webm,,train
BALL/SOFTBALL,ball,0.0,0,0,0,80,BALLSOFTBALL,310,720.0,29.97,2.669,https://www.youtube.com/watch?v=7rfi7xuTEt8,ball,"[0.06206914782524109, 0.2778019309043884, 1.0, 0.7302672266960144]",1280.0,/mnt/d/ASL/videos/7rfi7xuTEt8.mkv,,train
Change,change,0.0,14,-1,0,140,ASL Change,405,360.0,25.0,5.6,https://www.youtube.com/watch?v=CX545DaQTLY,change,"[0.07458147406578064, 0.354922354221344, 1.0, 0.6925280690193176]",640.0,/mnt/d/ASL/videos/CX545DaQTLY.mp4,,train
Numbers,number,6.233,40,-1,187,360,Useful vocab,262,320.0,30.0,12.0,https://www.youtube.com/watch?v=R_ES8RZua1g,number,"[0.0021728575229644775, 0.23590660095214844, 1.0, 0.8147594928741455]",568.0,/mnt/d/ASL/videos/R_ES8RZua1g.mp4,,train
